DATE,XSLV,IVV,IJH,VXUS,VTI,SCHD,VIG,DNL,ARKK,FIDU,XLF,TECL,USMV,SUSA,BOND,TOTL,BKLN,LDUR,BNDX
20190219,48.27,279.55,191.73,51.32,143.02,51.92,108.58,54.33,45.22,38.55,26.47,116.49,57.15,115.32,104.00,47.80,22.64,99.35,54.95
20190220,48.48,280.09,192.51,51.56,143.32,51.91,108.66,54.50,45.59,38.74,26.64,116.74,57.20,115.50,104.00,47.83,22.65,99.33,54.97
20190221,48.4,279.21,191.91,51.40,142.83,51.72,108.38,54.46,44.70,38.62,26.50,117.01,57.23,115.32,103.88,47.80,22.67,99.34,54.96
20190222,48.73,280.82,193.37,51.72,143.77,52.09,109.05,54.93,45.77,38.88,26.46,121.30,57.54,116.01,104.08,47.85,22.76,99.46,55.03
20190225,48.34,281.26,193.40,51.95,143.98,52.09,109.04,55.20,46.39,38.97,26.57,123.18,57.38,116.24,104.08,47.85,22.78,99.48,55.00
20190226,48.06,281.05,191.74,52.13,143.71,51.97,108.77,55.39,46.04,38.83,26.49,123.90,57.35,116.14,104.30,47.88,22.82,99.50,55.01
20190227,48.03,280.91,191.97,51.88,143.76,51.84,108.87,54.93,46.72,39.02,26.59,123.56,57.34,116.43,104.21,47.83,22.84,99.35,54.90
20190228,47.98,280.32,191.16,51.67,143.46,51.83,108.91,54.58,46.56,38.87,26.52,122.50,57.48,116.08,103.95,47.80,22.80,99.50,54.85
20190301,48.03,282.31,192.63,51.81,144.42,52.04,109.26,55.08,46.80,38.99,26.69,124.80,57.78,116.88,103.57,47.64,22.81,99.20,54.76
20190304,47.78,281.16,191.72,51.75,143.75,51.84,108.72,55.22,46.23,38.79,26.52,123.52,57.47,116.32,103.73,47.56,22.84,99.35,54.83
20190305,47.7,280.80,190.92,51.85,143.48,51.72,108.42,55.46,46.36,38.51,26.42,122.31,57.46,116.18,103.81,47.60,22.83,99.41,54.91
20190306,46.95,279.01,188.31,51.68,142.39,51.52,107.80,55.17,45.36,38.13,26.25,120.31,57.24,115.37,103.89,47.69,22.78,99.39,55.05
20190307,46.52,276.76,186.72,50.99,141.28,51.17,106.85,54.19,44.57,37.88,25.98,116.92,56.98,114.41,104.15,47.79,22.75,99.55,55.22
20190308,46.67,276.20,186.23,50.88,140.99,51.02,106.69,54.10,44.86,37.77,25.97,116.77,56.93,114.32,104.15,47.84,22.72,99.49,55.27
20190311,47.31,280.21,188.74,51.48,143.06,51.74,108.09,54.61,46.42,38.16,26.24,124.39,57.58,116.08,104.21,47.86,22.72,99.50,55.21
20190312,47.22,281.20,189.05,51.56,143.54,51.81,108.21,54.71,46.55,37.87,26.30,126.46,57.73,116.44,104.33,47.83,22.74,99.55,55.24
20190313,47.39,283.15,189.78,51.88,144.46,52.14,108.90,54.90,46.94,38.18,26.48,128.99,58.03,117.27,104.37,47.90,22.81,99.52,55.25
20190314,47.29,283.01,189.57,51.80,144.34,51.99,108.67,54.82,46.64,38.03,26.58,129.70,57.98,117.43,104.28,47.90,22.78,99.45,55.26
20190315,47.3,284.28,189.73,52.33,145.01,52.27,109.00,55.68,46.99,37.80,26.63,134.35,58.18,118.12,104.46,47.99,22.79,99.50,55.30
20190318,47.43,285.41,191.24,52.63,145.55,52.53,109.33,55.99,46.85,38.15,26.90,136.00,58.22,118.51,104.45,47.96,22.67,99.52,55.33
20190319,46.9,285.54,190.23,52.68,145.52,52.47,109.22,56.26,46.98,37.96,26.69,136.60,58.09,118.44,104.46,48.00,22.68,99.52,55.36
20190320,46.46,283.39,187.96,52.69,144.92,51.79,108.55,56.25,47.10,37.73,26.14,135.22,57.64,117.71,104.90,48.11,22.72,99.72,55.40
20190321,46.9,286.57,190.50,52.70,146.62,52.36,109.87,56.34,48.07,38.11,26.06,145.63,58.38,119.02,104.87,48.12,22.65,99.52,55.56
20190322,45.68,281.16,185.04,51.57,143.56,51.61,108.08,55.37,46.05,37.16,25.34,134.99,57.93,116.80,105.12,48.26,22.45,99.59,55.71
20190325,45.96,280.91,185.42,51.45,142.69,51.50,108.07,55.39,45.95,37.24,25.23,133.46,58.00,116.65,105.32,48.30,22.54,99.71,55.80
20190326,46.61,282.96,187.28,51.75,143.79,52.09,108.99,55.54,46.15,37.53,25.53,135.63,58.43,117.49,105.41,48.27,22.55,99.66,55.71
20190327,46.7,281.58,187.15,51.59,143.13,51.89,108.83,55.20,45.65,37.55,25.42,133.42,58.27,116.90,105.49,48.36,22.54,99.69,55.81
20190328,47.1,282.69,188.74,51.62,143.76,52.00,108.97,55.44,46.14,37.87,25.64,134.89,58.47,117.57,105.62,48.31,22.53,99.80,55.85
20190329,46.94,284.56,189.40,51.90,144.71,52.28,109.64,55.81,46.73,38.20,25.71,138.63,58.80,118.25,105.54,48.35,22.64,99.74,55.77
20190401,47.43,287.85,191.97,52.57,146.39,52.88,110.51,56.59,47.43,38.96,26.34,144.32,59.01,119.78,104.90,47.98,22.64,99.35,55.60
20190402,47.27,287.92,191.23,52.62,146.38,52.72,110.01,56.75,47.81,38.90,26.32,145.85,58.97,119.74,104.96,48.00,22.69,99.51,55.63
20190403,47.37,288.44,192.19,52.95,146.73,52.81,110.07,57.34,48.78,38.88,26.40,149.34,58.93,120.21,104.94,48.01,22.70,99.43,55.57
20190404,47.66,289.13,193.21,53.00,147.04,53.10,110.28,57.27,48.13,39.11,26.56,147.59,58.97,120.33,104.94,47.96,22.77,99.45,55.58
20190405,47.95,290.45,194.69,53.14,147.78,53.30,110.82,57.51,48.91,39.24,26.60,149.38,59.23,120.83,105.05,48.06,22.82,99.53,55.61
20190408,47.79,290.77,194.69,53.13,147.91,53.49,110.97,57.55,48.81,39.12,26.63,151.17,59.22,120.97,104.99,48.12,22.84,99.51,55.62
20190409,47.28,289.27,192.56,52.96,147.02,53.03,110.34,57.41,48.30,38.56,26.41,148.97,59.05,120.21,105.00,48.13,22.85,99.53,55.67
20190410,47.94,290.22,194.27,53.12,147.70,53.10,110.67,57.69,48.98,38.61,26.49,152.13,59.19,120.79,105.13,48.18,22.88,99.59,55.73
20190411,47.95,290.20,194.85,52.94,147.69,53.26,110.91,57.41,48.35,38.94,26.65,151.38,59.17,120.92,105.16,48.11,22.93,99.51,55.74
20190412,48.21,292.16,196.37,53.34,148.68,53.60,111.78,57.75,48.46,39.44,27.14,154.39,59.43,121.84,105.09,48.00,22.91,99.46,55.61
20190415,47.9,291.92,196.03,53.29,148.56,53.65,111.89,57.81,47.95,39.29,26.97,154.37,59.51,121.56,105.09,48.09,22.92,99.56,55.52
20190416,47.99,292.14,196.14,53.49,148.60,54.07,112.12,58.01,48.28,39.48,27.35,156.61,59.16,121.58,104.96,47.98,22.92,99.58,55.54
20190417,47.91,291.37,194.74,53.55,148.05,54.22,111.88,58.06,47.05,39.55,27.42,159.10,58.80,121.04,104.96,48.04,22.92,99.70,55.44
20190418,47.77,292.00,195.12,53.51,148.27,54.21,112.28,57.97,47.09,39.97,27.34,160.38,58.90,121.40,105.04,48.08,22.96,99.56,55.59
20190419,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20190422,47.28,292.30,194.50,53.41,148.31,54.23,111.94,57.93,47.25,39.84,27.26,161.44,58.83,121.36,105.02,48.07,22.90,99.68,55.57
20190423,47.92,294.84,196.93,53.54,149.80,54.60,112.80,57.90,48.43,40.19,27.43,166.92,59.33,122.33,105.07,48.10,22.96,99.73,55.60
20190424,48.18,294.22,197.56,53.03,149.60,54.55,112.95,57.60,48.01,40.13,27.40,167.05,59.40,122.30,105.27,48.23,22.89,99.75,55.73
20190425,47.84,294.04,195.23,52.94,149.35,53.72,112.37,57.52,47.58,39.37,27.45,166.55,59.36,121.57,105.22,48.13,22.90,99.79,55.70
20190426,48.24,295.47,197.15,53.22,150.16,53.74,112.98,57.68,47.69,39.67,27.70,164.74,59.68,121.98,105.45,48.28,22.92,99.84,55.78
20190429,48.29,295.79,197.24,53.35,150.38,53.65,112.96,57.88,47.79,39.78,27.98,164.83,59.53,122.05,105.39,48.23,22.93,99.87,55.76
20190430,48.36,295.94,196.89,53.34,150.39,53.96,113.72,57.98,47.22,39.89,28.02,165.83,60.08,122.29,105.34,48.25,22.97,99.93,55.81
20190501,48.12,293.80,194.68,53.06,149.27,53.49,112.44,57.54,46.78,39.62,27.79,164.57,59.48,121.20,105.10,48.14,22.96,99.65,55.76
20190502,48.34,293.26,195.18,52.98,149.02,53.55,112.48,57.30,47.01,39.62,27.82,161.79,59.49,121.06,105.03,48.12,22.96,99.63,55.71
20190503,49.05,296.01,198.00,53.52,150.63,53.99,113.42,58.04,48.39,40.15,28.07,166.36,59.73,122.33,105.18,48.10,23.01,99.67,55.75
20190506,49.19,294.90,197.70,52.87,150.15,53.66,113.07,57.51,48.82,39.83,27.88,162.63,59.70,121.65,105.30,48.19,22.98,99.69,55.73
20190507,48.48,289.91,193.75,51.97,147.56,52.77,111.33,56.76,47.30,39.03,27.42,151.95,59.02,119.55,105.36,48.21,22.92,99.70,55.79
20190508,48.06,289.52,193.20,52.02,147.32,52.66,111.26,56.58,46.43,38.97,27.36,151.36,59.00,119.49,105.31,48.30,22.91,99.66,55.83
20190509,48.11,288.72,192.64,51.60,146.85,52.39,111.19,56.27,46.03,38.92,27.30,148.30,59.00,119.24,105.36,48.22,22.83,99.72,55.83
20190510,48.36,290.00,193.28,51.98,147.53,52.67,111.98,56.74,46.24,39.04,27.48,149.52,59.45,119.62,105.45,48.27,22.89,99.81,55.81
20190513,47.41,282.80,187.63,50.68,143.80,51.55,109.81,54.87,43.69,37.95,26.68,132.70,58.77,116.64,105.55,48.31,22.81,99.91,55.87
20190514,47.76,285.32,189.52,51.19,145.10,51.91,110.58,55.69,44.53,38.31,26.89,139.13,59.02,117.48,105.64,48.37,22.82,99.84,55.91
20190515,47.73,287.03,190.02,51.35,145.96,52.18,110.90,55.77,45.07,38.42,26.79,143.30,59.27,117.91,105.74,48.43,22.85,99.89,55.98
20190516,47.96,289.56,191.15,51.59,147.28,52.33,111.90,56.05,45.28,38.71,27.06,147.79,59.81,119.03,105.77,48.37,22.93,99.80,56.01
20190517,47.59,287.90,189.03,51.16,146.24,52.04,111.38,55.57,43.96,38.29,26.88,143.95,59.73,118.23,105.76,48.45,22.91,99.79,56.04
20190520,47.53,285.98,187.61,50.96,145.20,51.75,111.02,55.16,42.93,38.18,26.91,136.29,59.64,117.40,105.65,48.39,22.78,99.87,55.96
20190521,47.79,288.48,190.06,51.30,146.62,52.13,111.78,55.44,43.90,38.64,27.19,141.18,60.05,118.37,105.61,48.36,22.82,99.82,55.96
20190522,47.66,287.65,188.53,51.13,146.09,51.93,111.57,55.38,43.23,38.35,27.03,138.98,60.22,118.30,105.66,48.43,22.80,99.78,56.05
20190523,46.96,284.06,185.39,50.61,144.23,51.43,110.58,54.65,42.04,37.73,26.65,131.72,59.94,116.94,105.83,48.46,22.73,99.85,56.12
20190524,47.29,284.76,186.44,51.02,144.58,51.40,110.75,55.14,42.14,37.76,26.86,131.84,59.98,116.78,105.98,48.53,22.72,99.77,56.20
20190527,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20190528,46.93,282.08,184.44,50.70,143.31,50.60,109.63,54.81,41.89,37.45,26.55,130.33,59.35,115.80,106.03,48.46,22.72,99.84,56.24
20190529,46.66,280.24,183.32,50.53,142.33,50.48,109.00,54.41,41.52,37.27,26.50,128.06,59.02,114.87,106.00,48.45,22.67,99.72,56.33
20190530,46.42,280.87,182.99,50.71,142.61,50.59,109.47,54.60,41.81,37.41,26.41,130.42,59.33,114.96,106.22,48.61,22.69,99.83,56.35
20190531,46.12,277.30,181.14,50.45,140.69,49.86,108.45,54.41,40.73,36.93,26.01,123.99,59.11,113.64,106.51,48.68,22.64,99.93,56.47
20190603,46.49,276.38,182.33,50.76,140.41,50.44,108.71,54.75,40.14,37.19,26.18,117.31,59.43,113.48,106.44,48.64,22.60,99.91,56.46
20190604,47.12,282.44,187.00,51.26,143.56,51.47,110.73,55.16,41.80,38.08,26.89,128.99,60.05,116.02,106.50,48.65,22.68,99.83,56.52
20190605,47.23,284.86,187.66,51.14,144.66,51.67,112.07,55.14,42.11,38.43,27.06,134.41,60.87,117.06,106.56,48.77,22.68,99.91,56.61
20190606,47.14,286.76,188.47,51.26,145.47,52.05,112.72,55.41,42.13,38.47,27.16,138.86,61.28,117.87,106.47,48.70,22.68,99.95,56.67
20190607,47.28,289.67,189.39,51.85,146.79,52.39,113.85,56.15,43.21,38.76,27.12,146.45,61.65,119.20,106.73,48.81,22.69,99.96,56.82
20190610,47.46,291.00,190.41,52.06,147.61,52.59,114.09,56.49,43.62,38.86,27.35,150.79,61.59,119.79,106.50,48.72,22.67,99.84,56.71
20190611,47.43,290.95,190.58,52.40,147.47,52.70,113.77,57.04,43.30,38.58,27.36,151.04,61.40,119.65,106.59,48.66,22.75,99.83,56.73
20190612,47.44,290.29,190.44,51.94,147.27,52.55,114.08,56.51,43.15,38.66,27.09,148.39,61.66,119.54,106.64,48.71,22.73,99.93,56.77
20190613,47.76,291.62,191.66,52.00,147.95,52.90,114.41,56.45,43.68,38.87,27.18,149.66,61.71,120.20,106.83,48.80,22.77,99.99,56.84
20190614,47.65,291.25,190.37,51.58,147.63,52.72,114.40,55.93,43.07,38.67,27.24,145.58,61.91,119.87,106.79,48.83,22.74,99.90,56.92
20190617,47.66,289.74,189.55,51.63,147.19,52.58,113.50,55.81,44.41,38.51,26.99,146.36,61.46,119.06,106.85,48.79,22.73,99.95,56.90
20190618,48.04,292.45,191.68,52.45,148.80,53.06,114.46,56.76,45.11,39.21,27.35,153.97,61.67,120.40,106.87,48.84,22.72,100.03,57.15
20190619,48.23,293.24,192.25,52.80,149.31,53.17,114.85,57.23,45.27,39.22,27.30,155.76,62.02,120.98,107.20,49.06,22.76,100.29,57.20
20190620,48.37,296.02,193.41,53.36,150.68,53.70,116.09,58.08,45.33,39.83,27.42,162.34,62.47,122.20,107.35,49.12,22.75,100.16,57.25
20190621,47.96,295.57,192.24,52.54,150.70,53.64,115.74,57.76,45.44,39.45,27.22,160.06,62.26,122.01,107.12,49.07,22.76,100.06,57.18
20190624,47.18,295.27,190.78,52.59,149.86,53.45,115.75,57.32,44.79,39.32,27.11,160.95,62.32,121.85,107.34,49.07,22.67,100.22,57.24
20190625,47.08,292.41,189.69,52.22,148.44,53.15,115.01,56.88,44.46,39.10,27.02,152.03,61.95,120.68,107.43,49.09,22.63,100.21,57.30
20190626,46.69,292.08,189.37,52.38,148.16,52.73,114.20,57.04,44.69,39.16,26.97,156.89,61.26,120.47,107.29,49.02,22.64,100.14,57.21
20190627,47.49,293.28,191.81,52.55,149.05,52.87,114.66,57.24,45.82,39.35,27.21,158.05,61.49,121.00,107.50,49.07,22.65,100.21,57.25
20190628,47.98,294.75,194.26,52.75,150.09,53.07,115.16,57.53,47.98,39.74,27.60,158.58,61.73,121.87,107.48,49.07,22.66,100.22,57.30
