DATE,XSLV,IVV,IJH,VXUS,VTI,SCHD,VIG,DNL,ARKK,FIDU,XLF,TECL,USMV,SUSA,BOND,TOTL,BKLN,LDUR,BNDX
20160216,32.44,190.67,128.71,41.23,96.08,37.31,75.35,41.87,15.55,25.63,16.91,28.67,40.88,77.86,103.71,48.99,21.77,98.38,53.64
20160217,32.49,193.83,130.66,42.03,97.67,37.85,76.30,42.70,16.13,26.07,17.13,30.42,41.26,79.09,103.67,48.89,21.84,97.83,53.68
20160218,32.61,193.05,130.48,41.85,97.28,37.86,76.27,#N/A N/A,16.07,26.01,17.04,30.05,41.35,78.94,104.15,49.02,21.82,98.69,53.80
20160219,32.74,192.93,130.43,41.70,97.30,37.80,76.26,42.65,16.10,25.96,17.04,30.15,41.38,78.95,104.07,48.97,21.85,98.67,53.85
20160222,32.91,195.72,132.11,42.17,98.72,38.22,77.19,43.32,16.47,26.36,17.30,31.31,41.78,79.86,104.02,49.00,21.97,98.73,53.90
20160223,32.78,193.34,130.94,41.54,97.53,37.91,76.49,42.62,16.30,26.16,17.00,29.85,41.58,78.91,104.29,49.00,22.01,98.31,53.91
20160224,32.996,194.22,131.82,41.44,98.03,38.08,77.00,42.58,16.44,26.19,16.95,30.56,41.77,79.20,104.36,49.03,22.02,98.81,53.98
20160225,33.29,196.50,133.29,41.87,99.19,38.51,77.91,42.82,16.53,26.45,17.19,31.68,42.28,80.08,104.61,49.11,22.04,98.76,54.07
20160226,33.1299,196.15,133.95,41.75,99.11,38.26,77.42,42.55,17.02,26.59,17.31,31.42,41.95,79.85,104.25,49.09,22.07,98.62,54.07
20160229,32.93,194.51,133.26,41.60,98.32,37.96,76.84,42.65,17.10,26.45,17.13,30.85,41.67,79.23,104.19,49.11,22.12,98.96,54.19
20160301,33.46,199.19,136.25,42.78,100.66,38.64,78.08,43.95,17.48,26.90,17.70,33.45,42.31,80.90,103.76,48.85,22.24,98.83,54.12
20160302,33.59,200.07,137.48,43.19,101.22,38.83,78.24,44.02,17.73,27.09,17.90,33.77,42.44,81.16,103.72,48.85,22.23,99.06,53.96
20160303,33.81,200.78,139.04,43.65,101.72,38.92,78.49,44.57,18.14,27.25,18.02,33.73,42.52,81.80,104.07,48.91,22.34,98.72,53.99
20160304,33.96,201.48,139.94,44.11,102.07,39.07,78.87,45.35,18.54,27.44,18.09,33.97,42.61,82.20,104.03,48.86,22.40,98.89,54.01
20160307,34.14,201.68,140.53,44.05,102.28,39.20,78.91,45.36,18.51,27.55,18.08,33.40,42.59,82.41,104.03,48.92,22.48,98.68,54.03
20160308,33.78,199.38,137.96,43.44,101.01,38.96,78.62,44.98,18.21,27.17,17.79,32.79,42.45,81.74,104.23,48.95,22.47,98.91,54.17
20160309,33.85,200.41,138.52,43.75,101.50,39.23,78.90,45.19,17.98,27.24,17.82,33.57,42.59,81.86,104.09,48.94,22.52,98.91,54.03
20160310,33.6499,200.52,138.09,43.67,101.47,39.23,78.84,45.12,17.81,27.14,17.80,33.54,42.65,81.99,104.03,48.93,22.55,98.79,53.84
20160311,34.14,203.84,140.76,44.79,103.19,39.65,79.76,#N/A N/A,17.93,27.57,18.26,35.07,43.15,83.24,104.05,48.81,22.63,98.94,54.02
20160314,34.03,203.56,140.25,44.55,103.07,39.58,79.68,46.04,18.40,27.54,18.21,35.21,43.16,83.22,104.17,48.89,22.61,99.22,54.00
20160315,33.85,203.22,139.28,43.92,102.24,39.59,79.60,45.10,17.84,27.47,18.20,35.56,43.14,82.86,104.11,48.90,22.54,98.95,54.00
20160316,33.9401,204.52,140.79,44.52,102.88,39.81,80.06,45.66,17.99,27.73,18.16,36.77,43.35,83.64,104.65,49.03,22.63,99.49,54.13
20160317,34.59,205.81,142.23,45.00,103.67,40.16,80.88,46.70,18.10,28.30,18.38,37.32,43.60,84.43,104.64,49.06,22.70,99.11,54.24
20160318,34.6,206.57,142.96,44.93,104.13,40.23,81.08,46.64,18.51,28.40,18.46,37.39,43.68,84.76,104.93,49.12,22.72,99.04,54.35
20160321,34.46,206.87,143.03,44.98,104.23,39.99,80.64,46.56,18.69,28.47,18.42,37.77,43.64,84.87,104.81,49.12,22.71,99.27,54.35
20160322,34.42,206.75,143.09,44.89,104.20,39.91,80.55,46.42,18.87,28.40,18.37,37.86,43.57,84.87,104.62,49.06,22.75,99.44,54.41
20160323,34.12,204.30,140.82,44.31,103.35,39.69,80.31,45.82,#N/A N/A,28.19,18.23,37.20,43.29,83.86,104.72,49.13,22.63,99.60,54.40
20160324,34.18,204.18,140.91,44.07,103.32,39.72,80.20,45.62,18.27,28.14,18.12,37.39,43.29,83.94,104.87,49.14,22.51,99.28,54.46
20160325,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20160328,34.28,204.31,141.42,44.36,103.39,39.73,80.33,45.88,#N/A N/A,28.14,18.17,37.20,43.39,84.03,104.87,49.14,22.55,99.23,54.37
20160329,35.1,206.26,144.08,44.82,104.54,40.08,81.16,46.48,18.83,28.39,18.21,38.86,43.91,84.86,105.20,49.22,22.56,99.44,54.57
20160330,35.14,207.13,144.03,45.27,104.94,40.17,81.55,47.02,18.90,28.51,18.31,39.56,43.99,85.30,105.44,49.30,22.64,99.50,54.58
20160331,35.02,206.65,144.19,44.92,104.82,40.09,81.25,46.81,19.13,28.42,18.27,39.43,43.93,85.12,105.47,49.38,22.72,99.83,54.54
20160401,35.2,207.97,144.87,44.47,105.48,40.25,81.89,46.76,#N/A N/A,28.52,18.43,40.27,44.30,85.76,105.26,49.25,22.70,99.42,54.46
20160404,34.88,207.29,143.46,44.28,105.04,40.15,81.47,46.30,19.53,28.21,18.34,39.80,44.22,85.42,105.53,49.25,22.55,99.21,54.45
20160405,34.42,205.26,141.94,43.51,104.02,39.96,80.86,45.69,19.40,28.03,18.08,38.63,43.85,84.50,105.61,49.31,22.51,99.33,54.57
20160406,34.51,207.48,143.33,44.18,105.16,40.28,81.39,46.14,19.48,28.19,18.18,39.66,44.17,85.45,105.57,49.32,22.61,99.33,54.53
20160407,34.08,204.97,141.51,43.50,103.90,39.91,80.68,45.53,19.50,27.92,17.84,38.04,43.88,84.34,105.63,49.37,22.59,99.42,54.55
20160408,34.3,205.58,142.37,44.39,104.20,40.06,80.96,46.29,19.39,28.08,17.91,38.02,43.98,84.53,105.76,49.33,22.65,99.69,54.56
20160411,34.29,205.00,142.17,44.47,103.91,39.91,80.63,46.64,#N/A N/A,28.05,17.98,37.80,43.81,84.51,105.57,49.39,22.73,99.27,54.53
20160412,34.59,207.02,143.71,45.21,104.92,40.24,81.25,47.09,19.49,28.27,18.21,38.42,44.08,85.18,105.62,49.34,22.83,99.41,54.45
20160413,35.11,209.10,146.10,45.88,106.15,40.41,81.70,47.43,19.81,28.73,18.62,39.70,44.09,86.23,105.83,49.37,22.91,99.61,54.51
20160414,35.07,209.12,145.61,45.83,106.11,40.34,81.59,47.33,20.02,28.68,18.66,39.65,44.01,86.31,105.61,49.33,22.85,99.54,54.52
20160415,35.16,208.79,146.24,45.72,106.06,40.35,81.84,47.33,19.77,28.73,18.60,39.18,44.14,86.37,105.65,49.41,22.74,99.52,54.58
20160418,35.32,210.31,146.79,46.07,106.77,40.62,82.25,47.55,19.82,28.83,18.73,39.64,44.45,86.87,105.99,49.38,22.87,99.50,54.50
20160419,35.48,210.95,147.36,46.91,107.07,40.68,82.56,48.22,19.39,28.98,18.97,39.01,44.54,87.15,105.91,49.40,22.89,99.31,54.53
20160420,35.37,211.11,147.45,46.81,107.18,40.55,82.26,48.28,19.56,28.97,19.11,39.22,44.29,87.07,105.84,49.36,22.92,99.66,54.57
20160421,34.94,210.06,146.17,46.51,106.65,40.29,81.52,47.75,19.76,28.86,18.94,38.84,43.76,86.41,105.70,49.33,22.93,100.00,54.39
20160422,35.24,210.03,147.44,46.48,106.80,40.28,81.58,47.68,19.71,28.99,19.12,36.93,43.90,86.57,105.69,49.32,22.99,99.61,54.33
20160425,35.22,209.66,146.61,46.25,106.54,40.30,81.59,47.51,19.62,28.78,19.08,36.81,44.00,86.32,105.55,49.27,23.00,99.87,54.28
20160426,35.53,210.01,147.87,46.44,106.83,40.36,81.83,47.87,19.57,29.10,19.20,36.35,43.97,86.34,105.45,49.26,23.03,99.80,54.21
20160427,35.58,210.40,148.61,46.58,107.09,40.63,82.18,48.06,19.47,29.35,19.24,35.80,44.12,86.57,105.81,49.37,23.07,99.82,54.27
20160428,35.31,208.58,146.69,46.04,106.13,40.27,81.41,47.91,19.60,29.01,19.03,34.38,43.92,85.62,106.11,49.41,23.03,99.96,54.26
20160429,35.2399,207.46,145.83,45.89,105.51,40.02,80.98,47.57,18.88,28.88,18.93,33.55,43.77,85.10,106.11,49.46,23.09,100.05,54.34
20160502,35.55,209.08,147.20,46.19,106.33,40.26,81.72,47.98,19.00,29.05,19.10,34.19,44.15,85.72,105.72,49.31,23.10,99.78,54.35
20160503,35.3,207.25,145.17,45.26,105.26,40.05,81.26,47.18,18.72,28.71,18.86,33.37,44.00,84.88,105.78,49.40,23.09,99.90,54.47
20160504,35.34,206.07,144.54,44.74,104.64,39.90,81.11,46.47,18.21,28.40,18.71,33.03,44.05,84.42,105.93,49.42,23.08,100.03,54.46
20160505,35.24,206.01,144.43,44.68,104.60,39.92,81.06,46.43,18.16,28.34,18.70,33.02,44.08,84.49,106.04,49.47,23.07,100.12,54.55
20160506,35.5,206.81,145.03,44.80,104.98,40.14,81.32,46.46,17.94,28.55,18.78,33.72,44.22,84.87,105.83,49.43,23.05,100.09,54.60
20160509,35.62,207.01,145.06,44.56,105.09,40.14,81.54,46.37,18.30,28.46,18.73,33.69,44.41,84.97,105.86,49.47,23.03,100.19,54.60
20160510,35.87,209.52,146.79,45.29,106.34,40.59,82.38,46.92,18.44,28.94,19.00,35.04,44.78,85.95,105.86,49.48,23.05,100.22,54.58
20160511,35.52,207.57,145.34,44.99,105.37,40.28,81.60,46.93,18.31,28.71,18.80,34.37,44.41,85.38,106.04,49.50,23.03,100.19,54.64
20160512,35.64,207.67,145.28,44.99,105.33,40.39,81.99,46.76,17.95,28.65,18.81,34.10,44.55,85.41,106.03,49.48,23.01,100.26,54.63
20160513,35.39,205.75,143.85,44.38,104.42,39.98,81.17,46.06,18.11,28.32,18.58,33.70,44.25,84.76,106.11,49.52,22.92,100.11,54.61
20160516,35.67,207.83,145.38,45.03,105.46,40.34,81.92,46.59,18.28,28.62,18.68,34.95,44.63,85.57,106.16,49.42,22.95,100.30,54.61
20160517,34.86,206.00,143.75,44.69,104.51,39.95,80.90,46.31,18.15,28.43,18.57,34.01,44.02,84.78,106.00,49.45,22.93,100.13,54.63
20160518,35.2,206.02,143.45,44.62,104.50,39.71,80.63,46.06,18.28,28.35,18.90,34.28,43.76,84.73,105.47,49.28,22.91,100.22,54.44
20160519,34.91,205.29,142.95,44.28,104.09,39.67,80.46,45.68,17.97,28.16,18.72,33.68,43.74,84.49,105.70,49.28,22.97,100.37,54.50
20160520,35.33,206.54,144.92,44.64,104.89,39.82,80.65,46.07,18.20,28.33,18.85,34.72,43.84,84.88,105.57,49.31,22.97,100.28,54.57
20160523,35.22,206.26,144.59,44.48,104.76,39.78,80.50,46.00,18.38,28.26,18.83,34.59,43.73,84.75,105.54,49.34,23.01,100.12,54.59
20160524,35.92,208.94,147.11,45.08,106.16,40.25,81.47,46.63,18.92,28.63,19.11,36.64,44.17,85.97,105.56,49.30,23.03,100.00,54.56
20160525,35.98,210.35,148.02,45.55,106.93,40.50,81.71,46.83,19.09,28.83,19.32,37.43,44.25,86.59,105.73,49.32,23.05,100.27,54.64
20160526,35.99,210.43,148.03,45.66,106.91,40.55,81.76,47.05,19.22,28.80,19.20,37.69,44.38,86.53,105.69,49.37,23.03,100.12,54.71
20160527,36.31,211.30,149.27,45.56,107.39,40.66,81.96,47.07,19.29,28.88,19.33,38.31,44.49,86.78,105.64,49.36,23.05,100.18,54.75
20160530,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20160531,36.36,210.97,149.22,45.44,107.34,40.58,81.75,46.91,19.49,28.93,19.29,38.47,44.46,87.00,105.78,49.44,23.07,100.30,54.69
20160601,36.57,211.37,149.80,45.45,107.63,40.67,82.03,46.89,19.52,28.91,19.33,38.16,44.54,87.09,105.72,49.25,23.10,100.23,54.73
20160602,36.64,212.06,150.72,45.54,107.99,40.71,82.23,47.11,19.74,28.98,19.37,38.02,44.72,87.24,105.84,49.34,23.09,99.99,54.79
20160603,36.53,211.35,149.97,45.95,107.69,40.77,82.22,47.67,19.57,28.99,19.09,37.65,44.83,87.12,106.39,49.49,23.10,100.40,54.99
20160606,36.7707,212.52,151.27,46.29,108.25,41.00,82.45,48.10,19.92,29.26,19.20,38.02,44.80,87.68,106.08,49.49,23.09,100.35,54.89
20160607,36.82,212.77,151.83,46.68,108.46,41.15,82.59,48.62,19.93,29.39,19.16,38.41,44.86,88.00,106.18,49.53,23.08,100.01,54.93
20160608,37.14,213.45,152.52,46.85,108.84,41.28,83.05,48.85,19.92,29.58,19.18,38.69,45.10,88.16,106.18,49.55,23.12,100.06,54.90
20160609,37.16,213.20,152.16,46.23,108.62,41.30,83.16,48.29,19.63,29.53,19.04,38.74,45.24,88.10,106.44,49.59,23.11,100.00,54.98
20160610,36.93,211.19,150.05,44.99,107.50,41.12,82.81,47.12,19.60,29.18,18.81,37.73,45.06,87.11,106.68,49.62,23.07,100.17,55.03
20160613,36.59,209.52,148.37,44.35,106.61,40.80,82.20,46.53,19.31,28.88,18.68,36.59,44.80,86.62,106.68,49.64,23.03,100.13,55.11
20160614,36.52,209.14,147.91,43.29,105.95,40.82,82.23,45.88,19.24,28.91,18.40,36.72,44.86,86.05,106.59,49.61,23.00,100.17,55.05
20160615,36.4,208.77,148.23,43.63,105.84,40.75,82.00,46.30,19.40,28.92,18.42,36.56,44.80,85.96,106.44,49.67,22.93,100.15,55.25
20160616,36.41,209.45,148.03,43.59,106.15,40.98,82.33,46.16,19.42,28.98,18.47,36.79,45.03,86.30,106.66,49.69,22.84,100.13,55.18
20160617,36.1,208.66,148.13,43.92,105.80,40.89,82.03,46.57,19.57,28.88,18.36,35.92,44.83,86.02,106.30,49.64,22.82,100.07,55.07
20160620,36.43,210.04,149.60,44.93,106.52,40.88,82.58,47.05,19.67,29.21,18.47,36.48,45.02,86.92,106.37,49.59,22.94,100.02,55.04
20160621,36.46,209.62,149.04,45.23,106.75,40.98,82.27,47.34,19.58,29.14,18.57,37.17,44.93,86.62,106.27,49.63,22.99,100.10,54.96
20160622,36.39,209.27,148.67,45.22,106.51,40.88,82.13,47.25,19.44,29.06,18.55,36.78,44.92,86.50,106.18,49.57,22.94,100.12,54.96
20160623,36.99,212.00,151.44,46.41,107.98,41.37,82.95,48.30,19.62,29.41,18.94,38.37,45.31,87.29,106.43,49.58,22.97,100.03,54.82
20160624,35.89,204.49,145.35,42.82,104.04,40.20,80.53,45.28,18.96,28.25,17.93,33.93,44.51,84.43,106.62,49.76,22.81,100.33,55.04
20160627,35.28,200.63,141.21,42.05,101.98,39.67,79.46,44.63,18.26,27.49,17.42,31.93,44.29,82.31,106.83,49.96,22.70,100.36,55.47
20160628,35.5703,204.38,143.96,43.10,103.85,40.17,80.55,45.72,18.70,27.90,17.86,33.67,44.82,83.63,107.13,49.94,22.87,100.37,55.65
20160629,36.17,207.80,146.44,43.95,105.71,40.74,81.81,46.64,19.16,28.42,18.27,35.29,45.42,85.14,107.16,49.87,22.93,100.26,55.74
20160630,37.03,210.50,149.39,44.48,107.16,41.44,83.24,47.23,19.29,29.00,18.56,36.45,46.21,86.47,107.37,49.92,22.97,100.39,55.70
20160701,36.88,211.13,149.70,44.60,107.37,41.48,83.29,47.55,19.45,29.10,18.47,36.71,46.29,86.95,107.53,49.88,22.96,100.15,55.78
20160704,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20160705,36.71,209.64,147.88,43.83,106.57,41.34,83.01,46.56,19.25,28.82,18.19,35.90,46.42,85.83,107.86,50.02,22.95,100.38,55.99
20160706,36.78,210.84,148.57,43.74,107.22,41.48,83.33,46.36,19.19,28.99,18.24,36.54,46.53,86.56,107.86,50.05,22.99,100.37,56.04
20160707,36.67,210.66,148.94,43.56,107.17,41.42,83.30,46.31,19.62,29.04,18.26,36.55,46.31,86.64,108.03,50.03,22.98,100.46,55.94
20160708,37.34,213.86,151.65,44.31,108.84,41.97,84.49,47.13,20.03,29.61,18.61,38.32,46.83,87.99,108.18,50.04,23.09,100.40,56.10
20160711,37.75,214.67,152.60,44.85,109.29,42.16,84.75,47.68,20.11,29.83,18.72,38.96,46.87,88.34,108.15,50.03,23.10,100.35,56.04
20160712,38.03,216.18,154.10,45.47,110.20,42.38,85.01,48.07,20.46,30.06,18.95,39.91,46.76,89.09,107.81,49.91,23.14,100.54,55.82
20160713,38.12,216.16,153.69,45.46,110.14,42.48,85.23,47.95,20.48,30.11,18.95,39.95,46.93,89.17,107.80,50.01,23.17,100.57,55.98
20160714,38.07,217.35,154.05,45.85,110.67,42.65,85.56,48.52,20.29,30.33,19.13,40.78,47.00,89.67,107.78,49.96,23.17,100.72,55.91
20160715,38.17,217.03,154.05,45.66,110.55,42.63,85.39,48.44,20.30,30.35,19.10,40.64,46.91,89.54,107.19,49.82,23.05,100.71,55.76
20160718,38.02,217.63,154.15,45.82,110.86,42.67,85.39,48.58,20.47,30.32,19.16,41.40,46.88,89.64,107.23,49.85,23.15,100.75,55.71
20160719,37.94,217.39,153.87,45.40,110.64,42.68,85.42,48.25,20.09,30.29,19.17,41.22,46.93,89.32,107.40,49.92,23.13,100.81,55.84
20160720,37.97,218.31,154.69,45.76,111.23,42.83,85.72,48.68,20.42,30.40,19.20,42.76,46.96,89.81,107.48,49.88,23.15,100.84,55.84
20160721,37.845,217.52,153.88,45.72,110.79,42.68,85.23,48.65,20.38,30.19,19.11,42.10,46.90,89.32,107.47,49.98,23.19,100.97,55.82
20160722,38.2,218.47,154.88,45.79,111.32,42.93,85.58,48.73,20.14,30.19,19.23,42.81,47.18,89.71,107.68,49.95,23.19,100.82,55.86
20160725,38.07,217.91,154.41,45.64,111.03,42.84,85.46,48.56,20.13,30.03,19.19,42.63,47.05,89.51,107.48,49.98,23.21,100.96,55.80
20160726,38.19,218.00,155.16,45.83,111.15,42.87,85.60,48.75,20.34,30.27,19.20,42.94,46.96,89.73,107.56,49.94,23.18,100.95,55.88
20160727,38.21,217.78,154.51,46.05,111.02,42.64,84.96,48.83,20.52,30.16,19.20,43.89,46.69,89.67,107.79,50.05,23.21,101.08,56.15
20160728,38.3,218.04,155.13,46.04,111.16,42.55,85.09,48.89,20.70,30.17,19.24,44.19,46.79,89.75,107.74,50.06,23.20,101.03,56.11
20160729,38.26,218.37,155.58,46.49,111.42,42.62,85.15,49.21,20.59,30.14,19.20,44.50,46.89,90.14,107.91,50.21,23.20,101.01,56.10
20160801,38.29,218.12,155.19,46.27,111.27,42.49,85.15,48.99,20.63,30.06,19.16,44.79,46.96,89.95,107.58,50.00,23.17,100.67,55.82
20160802,37.99,216.83,153.42,46.09,110.43,42.22,84.92,48.64,20.21,29.83,18.99,43.77,46.75,89.75,107.17,49.97,23.09,100.76,55.61
20160803,38.02,217.47,154.38,46.01,110.84,42.24,84.87,48.66,20.43,29.91,19.19,44.20,46.40,89.91,107.16,50.00,23.11,100.64,55.69
20160804,38.07,217.67,154.43,46.26,110.97,42.31,85.06,48.98,20.68,29.97,19.14,44.88,46.54,89.95,107.50,50.06,23.17,100.89,55.81
20160805,38.5431,219.40,155.95,46.47,111.89,42.55,85.63,49.29,20.83,30.28,19.50,46.20,46.68,90.96,107.32,49.95,23.18,100.72,55.79
20160808,38.44,219.28,156.03,46.64,111.82,42.55,85.53,49.50,20.90,30.29,19.53,46.26,46.56,90.94,107.36,49.90,23.21,100.86,55.87
20160809,38.53,219.42,155.98,47.00,111.92,42.57,85.57,49.91,20.90,30.32,19.55,46.50,46.66,90.97,107.75,50.06,23.24,100.79,56.02
20160810,38.5,218.88,155.45,47.09,111.59,42.56,85.62,49.95,20.93,30.27,19.39,46.09,46.69,90.83,107.64,50.16,23.22,100.77,56.16
20160811,38.49,219.89,155.78,47.47,112.15,42.79,85.99,50.39,21.11,30.50,19.43,46.62,46.77,91.47,107.40,50.07,23.23,100.72,56.11
20160812,38.43,219.71,155.55,47.30,112.04,42.76,85.98,50.17,21.18,30.37,19.37,46.41,46.71,91.32,107.56,50.15,23.25,100.89,56.10
20160815,38.54,220.37,156.81,47.59,112.45,42.88,86.12,50.49,#N/A N/A,30.59,19.50,47.00,46.64,91.66,107.37,50.14,23.17,100.70,56.01
20160816,38.37,219.25,155.24,47.42,111.81,42.63,85.51,50.23,21.33,30.41,19.46,46.09,46.22,91.27,107.16,50.10,23.15,100.79,55.99
20160817,38.4,219.65,154.92,47.42,111.95,42.70,85.50,50.06,21.16,30.47,19.52,46.03,46.33,91.32,107.38,50.18,23.20,100.77,56.04
20160818,38.67,220.16,155.99,47.67,112.30,42.83,85.68,50.21,21.23,30.62,19.50,45.97,46.48,91.41,107.91,50.18,23.18,100.84,56.10
20160819,38.5527,219.82,156.10,47.35,112.14,42.68,85.77,49.76,21.08,30.65,19.50,46.10,46.32,91.66,107.64,50.17,23.16,100.76,56.00
20160822,38.69,219.75,156.20,47.29,112.17,42.63,85.76,49.65,21.17,30.65,19.50,46.04,46.38,91.51,107.69,50.22,23.18,100.85,56.08
20160823,38.81,220.21,156.94,47.43,112.47,42.73,85.86,#N/A N/A,21.27,30.70,19.52,46.54,46.38,91.93,107.77,50.19,23.17,100.82,56.16
20160824,38.77,219.17,156.05,47.32,111.84,42.62,85.57,49.57,21.24,30.59,19.51,45.87,46.15,91.26,107.77,50.21,23.18,100.91,56.09
20160825,38.99,218.95,156.37,47.23,111.77,42.60,85.39,49.41,20.92,30.55,19.55,46.07,46.16,91.36,107.72,50.17,23.18,100.75,56.09
20160826,38.77,218.56,155.82,46.89,111.54,42.48,85.14,48.97,20.89,30.48,19.58,46.14,45.94,91.22,107.52,50.11,23.18,100.83,56.04
20160829,38.97,219.60,157.07,47.07,112.15,42.72,85.58,49.34,21.04,30.69,19.75,46.62,46.25,91.67,107.64,50.19,23.23,100.95,56.13
20160830,39.05,219.26,157.02,46.94,111.97,42.56,85.30,49.03,20.84,30.60,19.93,46.21,45.99,91.40,107.84,50.20,23.23,100.99,56.18
20160831,39.05,218.65,156.35,46.70,111.65,42.48,85.16,48.81,20.61,30.44,19.94,46.08,45.97,91.23,107.68,50.20,23.23,101.02,56.09
20160901,39,218.67,156.31,47.00,111.71,42.56,85.20,49.01,20.47,30.46,19.86,46.41,45.99,91.08,107.59,50.09,23.21,100.90,55.98
20160902,39.46,219.63,157.95,47.54,112.28,42.74,85.65,49.63,20.69,30.65,19.95,46.99,46.27,91.60,107.49,50.02,23.23,100.76,55.88
20160905,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
20160906,39.44,220.37,157.59,48.03,112.60,42.86,85.68,50.46,21.17,30.54,19.92,47.70,46.43,91.59,107.62,50.14,23.25,100.92,55.97
20160907,39.68,220.33,158.12,48.09,112.75,42.79,85.40,50.55,21.28,30.51,19.91,47.99,46.40,91.60,107.80,50.19,23.24,100.78,56.11
20160908,39.47,219.81,157.44,48.02,112.46,42.70,85.00,50.31,21.28,30.50,19.89,46.90,46.14,91.28,107.49,50.11,23.25,100.79,55.91
20160909,38.43,214.54,152.80,46.95,109.66,41.64,82.88,48.98,20.98,29.67,19.52,43.48,44.90,88.73,107.18,49.92,23.22,100.83,55.70
20160912,38.76,217.63,154.62,47.34,111.19,42.23,84.00,49.33,#N/A N/A,29.97,19.74,45.71,45.54,90.13,106.84,50.01,23.27,100.83,55.61
20160913,38.17,214.47,151.79,45.91,108.92,41.65,82.51,48.26,20.61,29.50,19.39,44.62,44.89,88.74,106.82,49.94,23.20,100.76,55.49
20160914,37.94,214.35,151.37,45.95,108.93,41.55,82.33,48.42,20.72,29.43,19.34,45.34,44.83,88.68,106.93,49.97,23.19,100.73,55.56
20160915,38.2,216.52,152.92,46.40,110.05,41.98,83.02,48.88,21.20,29.69,19.46,47.59,45.23,89.91,106.83,49.99,23.15,100.97,55.50
20160916,38.07,215.62,152.17,45.91,109.61,41.86,82.73,48.49,#N/A N/A,29.32,19.18,46.98,45.11,89.62,106.77,50.01,23.13,100.82,55.56
20160919,38.32,215.73,153.31,46.22,109.77,41.61,82.90,48.89,21.38,29.46,19.31,46.62,45.21,89.70,107.02,49.98,23.14,100.90,55.55
20160920,38.29,215.75,152.60,46.36,109.72,41.59,82.99,48.96,21.45,29.47,19.32,46.58,45.26,89.89,106.86,49.99,23.14,100.84,55.64
20160921,38.71,218.16,154.61,47.27,110.98,42.01,83.97,49.65,21.25,29.83,19.44,48.12,45.88,90.27,107.11,50.04,23.18,100.98,55.76
20160922,39.3099,219.50,156.46,47.74,111.79,42.21,84.48,50.04,21.85,30.11,19.48,49.00,46.17,91.41,107.67,50.12,23.18,100.82,55.95
20160923,39.09,218.35,155.17,47.24,111.15,41.99,83.97,49.79,21.86,29.91,19.38,47.83,45.97,90.74,107.64,50.10,23.18,100.77,55.92
20160926,38.76,215.45,153.68,46.80,110.27,41.65,83.32,48.76,21.69,29.75,19.07,46.87,45.48,89.70,107.68,50.22,23.18,100.93,56.03
20160927,38.74,216.76,153.79,47.09,110.90,41.97,83.89,49.27,22.11,29.92,19.22,48.40,45.62,90.26,107.91,50.24,23.20,101.06,56.10
20160928,38.98,217.90,155.14,47.50,111.55,42.20,84.00,49.64,22.16,30.17,19.31,48.72,45.66,90.81,107.85,50.23,23.24,101.04,56.10
20160929,38.4684,215.94,153.49,46.96,110.46,41.97,83.31,49.16,21.96,30.05,19.04,47.90,45.23,90.19,107.93,50.25,23.20,101.01,56.11
20160930,38.69,217.56,154.71,47.21,111.33,42.31,83.93,49.23,22.18,30.24,19.30,48.52,45.43,90.96,107.95,50.19,23.21,101.05,56.04
20161003,38.42,216.89,153.58,47.18,110.99,42.16,83.64,49.37,22.21,30.20,19.21,48.08,45.11,90.60,107.45,50.03,23.21,100.68,55.78
20161004,38.17,215.94,152.87,47.01,110.49,41.83,83.06,49.04,22.08,29.94,19.29,47.62,44.67,89.92,107.16,49.99,23.19,100.82,55.75
20161005,38.15,216.89,153.60,47.35,110.92,42.01,83.19,49.21,22.39,30.13,19.60,48.11,44.57,90.30,106.96,49.96,23.20,100.66,55.63
20161006,38.16,217.10,153.89,47.15,110.96,42.04,83.32,49.01,21.82,30.17,19.63,48.44,44.60,90.34,106.89,49.93,23.21,100.76,55.62
20161007,37.98,216.25,152.94,46.85,110.54,41.96,82.96,48.62,21.70,29.81,19.62,48.05,44.55,90.13,106.88,49.94,23.22,#N/A N/A,55.58
